,t1,t2,t3,t4,t5,t6,t7,t8,t9
121,0.15484299,0.04209497,0.4075302,0.062490042,0.054256983,0.04849868,0.0846404,0.048146665,0.09749911
122,0.027791046,0.13069634,0.024333157,0.13068625,0.031241637,0.07333524,0.17671561,0.11398594,0.2912148
123,0.046365373,0.047413126,0.3090269,0.25861576,0.04243871,0.048824657,0.10820209,0.04379502,0.095318325
124,0.07268561,0.21566333,0.06787369,0.062167283,0.15439144,0.06629442,0.061480097,0.08251204,0.21693212
125,0.017589314,0.07564418,0.019416912,0.12524834,0.3332859,0.25602177,0.08891478,0.017335748,0.066543005
126,0.05053477,0.17568266,0.18876591,0.13187632,0.10841163,0.12524264,0.059879925,0.1199486,0.03965758
127,0.042076476,0.0524941,0.04674689,0.03316689,0.1693874,0.44261566,0.13557446,0.052707054,0.025231116
128,0.19333759,0.16157882,0.08519545,0.09553457,0.08658857,0.093204774,0.110445924,0.08927096,0.08484331
129,0.05967162,0.2197581,0.06548338,0.059520714,0.3611253,0.057006143,0.059822157,0.06077094,0.0568416
130,0.053317904,0.20401311,0.029407883,0.07969807,0.033501405,0.2216343,0.20782278,0.064820856,0.10578371
131,0.235236,0.047848836,0.10726746,0.096767314,0.061422694,0.04166825,0.057357635,0.29985142,0.052580435
132,0.12552378,0.037335012,0.055087827,0.042249896,0.07390159,0.15894763,0.042789493,0.22111249,0.2430523
133,0.037908502,0.030068472,0.055762004,0.047618847,0.22314833,0.0745537,0.021941764,0.46738988,0.04160854
134,0.052798465,0.04892265,0.24477847,0.22738269,0.17659341,0.016109904,0.030611338,0.17023027,0.032572795
135,0.057052523,0.16313973,0.1730816,0.16612002,0.08767915,0.1002337,0.12544398,0.030277591,0.09697169
136,0.16704606,0.040992286,0.045753006,0.08112902,0.041344516,0.35524517,0.03967937,0.06568902,0.16312157
137,0.29832762,0.20201439,0.05690855,0.105449595,0.04525619,0.033054117,0.1262366,0.031919044,0.10083387
138,0.143113,0.058604486,0.043695506,0.04180987,0.07548008,0.15024742,0.06933923,0.14399086,0.27371952
139,0.09949324,0.049940865,0.10505487,0.06572213,0.06687289,0.16477273,0.034719672,0.10458456,0.30883905
140,0.08620781,0.07067387,0.07568507,0.07490104,0.10905449,0.06718414,0.06934758,0.070264265,0.37668172
141,0.21403533,0.022706766,0.1633457,0.22119588,0.16239847,0.022221964,0.044914443,0.07856867,0.0706128
142,0.04118272,0.025662882,0.28901055,0.21452153,0.1458649,0.029737964,0.065945856,0.116489716,0.07158384
143,0.091622695,0.066062406,0.07365754,0.20127673,0.08202213,0.1856711,0.16952819,0.063108616,0.06705056
144,0.0792071,0.37806302,0.0455244,0.031923868,0.17629765,0.11088324,0.115629114,0.035264626,0.027207004
145,0.08325861,0.056583356,0.039353378,0.28993228,0.050930344,0.17017105,0.23975174,0.047240134,0.02277914
146,0.037887637,0.15322393,0.04559137,0.055632558,0.043284804,0.094047,0.3743186,0.14497948,0.051034663
147,0.021891031,0.014953418,0.034129154,0.5928689,0.14069584,0.008431376,0.010990457,0.07364837,0.10239142
148,0.032789364,0.03955298,0.20640472,0.0467468,0.038372364,0.42921272,0.06580688,0.037558865,0.103555314
149,0.05742227,0.025044793,0.057112727,0.6295693,0.0429613,0.03938514,0.052978523,0.07332719,0.022198716
150,0.31036454,0.2672881,0.038227174,0.04720321,0.046589922,0.115471676,0.06900685,0.07287236,0.032976132
151,0.03936542,0.08765069,0.07101562,0.11890888,0.20139845,0.028929638,0.027849564,0.21890114,0.20598063
152,0.120751925,0.086501695,0.038591906,0.15375674,0.04273345,0.22768655,0.10578747,0.07490408,0.14928617
153,0.08044178,0.17801902,0.06862071,0.06058291,0.0375972,0.109478585,0.21299247,0.046957057,0.20531027
154,0.079060726,0.29333365,0.07855368,0.05755654,0.077743426,0.16429119,0.07851987,0.099668436,0.0712725
155,0.07251018,0.05838545,0.05752666,0.05815652,0.1678315,0.07397867,0.05586762,0.055664573,0.40007877
156,0.028327,0.30455285,0.045818523,0.0510935,0.16392104,0.21589689,0.072166525,0.09817003,0.02005365
157,0.01851526,0.036890704,0.16797881,0.16867729,0.081779666,0.020599887,0.08479182,0.13091053,0.28985608
158,0.043798387,0.3140689,0.06981292,0.2905748,0.06018422,0.07323797,0.06616071,0.054383803,0.027778272
159,0.21502881,0.2598176,0.033095658,0.19319655,0.107661344,0.064321294,0.05019974,0.04591657,0.030762436
160,0.124044724,0.071708076,0.10712369,0.112964205,0.10542516,0.181496,0.12009132,0.100152284,0.076994576
161,0.05584948,0.065890424,0.102792025,0.05948341,0.2541019,0.15181722,0.16372962,0.05550637,0.0908296
162,0.053259812,0.080747,0.13959166,0.06402092,0.1159689,0.103739075,0.05264916,0.32347986,0.06654365
163,0.042122,0.041900914,0.047042362,0.06365647,0.04408014,0.17388496,0.07272579,0.06161615,0.45297125
164,0.15648818,0.040980477,0.26570737,0.034367327,0.035654362,0.06590847,0.056224592,0.30462155,0.040047646
165,0.0833662,0.15608089,0.04255539,0.17714438,0.09907878,0.046402566,0.32954714,0.03525853,0.030566074
166,0.108420484,0.07505831,0.08983775,0.20838423,0.03050791,0.06174994,0.030174626,0.08105754,0.3148092
167,0.07147377,0.12923728,0.07164072,0.04695432,0.26910412,0.23958877,0.05494279,0.045488775,0.071569435
168,0.052081842,0.06077049,0.041569475,0.28930607,0.06797937,0.020060893,0.051294714,0.20172311,0.21521404
169,0.07038597,0.02525238,0.18039155,0.20353226,0.032893527,0.011937181,0.051069114,0.03783976,0.38669825
170,0.06326618,0.07955187,0.28574046,0.03560074,0.032705154,0.16938066,0.13081743,0.038106903,0.16483058
171,0.08909912,0.08274816,0.20902133,0.074899,0.14182328,0.041936897,0.13943325,0.047148947,0.17388996
172,0.08681168,0.1708354,0.09342581,0.04281763,0.08019546,0.10949547,0.033647742,0.23598185,0.14678895
173,0.032726277,0.1268696,0.3273618,0.05928293,0.1762676,0.067324355,0.035179228,0.07757129,0.09741694
174,0.038216032,0.2718033,0.038708903,0.0483782,0.08015057,0.22201215,0.04407957,0.09507015,0.16158114
175,0.09887869,0.043107666,0.055893015,0.19642799,0.048227202,0.04115588,0.44766575,0.037161045,0.031482767
176,0.03478024,0.38629505,0.06381225,0.066302866,0.043440454,0.2195556,0.08446603,0.0558575,0.045490004
177,0.10211498,0.028931234,0.037590243,0.2856193,0.032183453,0.13395981,0.096343644,0.16748461,0.115772754
178,0.095635235,0.04680106,0.069456086,0.135331,0.07218137,0.20087539,0.056818157,0.097097956,0.22580376
179,0.13123114,0.051806577,0.038027983,0.310495,0.17448407,0.07383142,0.036332063,0.1466561,0.03713561
180,0.06031805,0.06902837,0.1444925,0.35306567,0.07823203,0.053173583,0.10028505,0.08974076,0.051663943
181,0.025676098,0.049487393,0.24618438,0.40662086,0.04107233,0.017124861,0.026410362,0.037946567,0.14947714
182,0.04962081,0.045290302,0.114267215,0.025832357,0.02116069,0.20883057,0.34237608,0.14500396,0.047618046
183,0.05949998,0.31779802,0.028686825,0.15779601,0.026921595,0.024695233,0.24029517,0.027539019,0.11676816
184,0.08158222,0.08164328,0.08157624,0.08164003,0.13717045,0.08152861,0.08159083,0.081564315,0.29170403
185,0.088479325,0.1443549,0.08107313,0.14803597,0.122249484,0.04813109,0.028615227,0.24430466,0.09475624
186,0.021824088,0.26611313,0.03943785,0.19205022,0.073359944,0.032469742,0.21769418,0.12268722,0.034363642
187,0.11632351,0.028136147,0.108728185,0.20900136,0.075122304,0.1969739,0.03180787,0.14049186,0.09341486
188,0.12645383,0.06434496,0.11724774,0.20390137,0.07631204,0.119604096,0.064224795,0.1476691,0.08024203
189,0.1345634,0.17128599,0.03425974,0.1983113,0.052647352,0.041726645,0.2239278,0.10951571,0.033762023
190,0.051733106,0.18739651,0.19091879,0.13753755,0.033090934,0.098598965,0.09043134,0.049420882,0.16087194
191,0.055983406,0.033379972,0.21658045,0.0345712,0.11728009,0.4408215,0.034146022,0.03303321,0.034204163
192,0.09787409,0.036565825,0.10862154,0.13518122,0.08230943,0.17511815,0.20484547,0.10849658,0.050987706
193,0.02531672,0.25327352,0.34036976,0.0218353,0.12758815,0.03646271,0.06662376,0.048513476,0.08001659
194,0.04250442,0.08365275,0.04543947,0.028514082,0.357924,0.064278014,0.043214343,0.08939896,0.24507391
195,0.034092925,0.024133012,0.31331694,0.04193102,0.07661952,0.01942756,0.055946756,0.020822106,0.41371015
196,0.09551212,0.028784458,0.23119499,0.091632724,0.040583704,0.02934031,0.065407895,0.26203784,0.15550596
197,0.13951905,0.0684841,0.20618585,0.27200451,0.04204439,0.14757091,0.049042076,0.036608916,0.03854025
198,0.081639044,0.03709874,0.058214996,0.062059067,0.17674728,0.036777258,0.0840856,0.11555608,0.34782192
199,0.053560447,0.048446696,0.05789627,0.072751224,0.08618188,0.048859064,0.08235403,0.18705662,0.36289376
200,0.03534259,0.106245846,0.16961704,0.042033195,0.16581857,0.12703659,0.03456792,0.2476189,0.07171935
201,0.2525778,0.067829914,0.13698821,0.06279489,0.05570046,0.06405205,0.09226694,0.05581404,0.21197565
202,0.23154292,0.0922542,0.35579646,0.029054444,0.02200318,0.029815195,0.039694514,0.09836466,0.10147441
203,0.03219627,0.049016386,0.0375851,0.18230966,0.14258488,0.073073514,0.092579946,0.27982554,0.11082871
204,0.113364466,0.17487498,0.076385796,0.22930886,0.048940655,0.04474917,0.01982366,0.20251593,0.09003651
205,0.3754046,0.049801107,0.036104046,0.1519811,0.059639625,0.1664753,0.050481137,0.03860875,0.07150434
206,0.056058314,0.10349246,0.08746269,0.1297058,0.054469205,0.17353213,0.04207396,0.30754274,0.0456627
207,0.08859586,0.10122179,0.09685675,0.055443455,0.15582839,0.04965313,0.06411092,0.14955206,0.23873763
208,0.06760154,0.040394448,0.12617871,0.08278657,0.14256781,0.11688993,0.21084249,0.16533946,0.047399025
209,0.025059108,0.14686395,0.05399234,0.17207174,0.11572548,0.3208742,0.035995368,0.037799876,0.09161792
210,0.12865171,0.39476362,0.16528659,0.023972472,0.077482976,0.035548225,0.04336965,0.10521388,0.02571091
211,0.054481316,0.04771261,0.047299426,0.03094614,0.080401294,0.06123779,0.026282746,0.0675473,0.58409137
212,0.139824,0.034222066,0.06187013,0.17858055,0.14279412,0.032624736,0.036566112,0.3377607,0.035757605
213,0.10229884,0.20286797,0.23812437,0.14061742,0.09444973,0.02750007,0.049512826,0.039244812,0.105383925
214,0.048131116,0.03243173,0.11621377,0.09538097,0.030353773,0.08338706,0.04956455,0.35040662,0.1941304
215,0.11272821,0.13704063,0.13545932,0.1663676,0.060572527,0.038018186,0.27236372,0.03872822,0.0387216
216,0.055797853,0.022877736,0.099194966,0.08576642,0.28286827,0.18518196,0.06697314,0.054379493,0.14696018
217,0.13746889,0.07612338,0.08384585,0.08579469,0.2554833,0.037739582,0.06750449,0.11889547,0.13714439
218,0.3018717,0.036178466,0.2520163,0.10982567,0.11788558,0.043083496,0.055871267,0.04932301,0.0339445
219,0.18617533,0.10072657,0.09272735,0.25333667,0.05719375,0.033916496,0.053462695,0.17982982,0.042631365
220,0.12677425,0.036179896,0.29966652,0.055277113,0.07647502,0.087245315,0.025870478,0.15358938,0.13892202
221,0.07693744,0.17350613,0.22735527,0.07018835,0.0697478,0.14060302,0.06576154,0.10619467,0.069705784
222,0.067293994,0.03457305,0.41350257,0.17136559,0.14845282,0.029339707,0.03305374,0.06654976,0.03586881
223,0.12247284,0.10897826,0.04068213,0.115768865,0.07721592,0.07662111,0.32989743,0.036181413,0.09218201
224,0.04731663,0.26643884,0.034275148,0.17951174,0.03458961,0.18301593,0.04792832,0.08549388,0.12142987
225,0.024961162,0.08958568,0.15731074,0.025994278,0.024112666,0.45076603,0.10327366,0.02791256,0.096083224
226,0.05527976,0.028277023,0.04734811,0.15196119,0.03841407,0.05242553,0.08291051,0.40293217,0.14045164
227,0.06485194,0.07184724,0.11933971,0.0785368,0.065035835,0.081844896,0.12664369,0.108906984,0.2829929
228,0.047298264,0.18264918,0.045078706,0.038441654,0.51901424,0.030430222,0.034073148,0.07387607,0.029138494
229,0.10801673,0.028435212,0.13089511,0.09347103,0.2531412,0.0222274,0.05814765,0.16998576,0.13567993
230,0.13223074,0.061636798,0.026636917,0.13877657,0.036949564,0.18636133,0.20305389,0.16746764,0.04688654
231,0.033213478,0.1893658,0.10713103,0.034809005,0.062584944,0.060364008,0.3534266,0.045850474,0.11325469
232,0.046168778,0.045514323,0.05290808,0.20338355,0.081723385,0.04286131,0.24737348,0.23938325,0.040683832
233,0.0958951,0.28512207,0.07252719,0.3337532,0.10609777,0.016490784,0.028819105,0.045163482,0.016131295
234,0.19562274,0.035921108,0.084911756,0.13067831,0.071635075,0.06671137,0.2798206,0.09834234,0.03635668
235,0.19342726,0.17532042,0.08494763,0.046161667,0.041385353,0.055283237,0.24780321,0.111577265,0.044093933
236,0.05815845,0.057281993,0.11983511,0.10148256,0.05875413,0.09373971,0.06245598,0.28986844,0.1584236
237,0.046443705,0.026533691,0.3373706,0.11796035,0.08209049,0.15757984,0.09410982,0.105501525,0.03240994
238,0.30219868,0.038655166,0.04390284,0.15020426,0.039959766,0.08556437,0.1233649,0.18181035,0.034339655
239,0.027325038,0.07634911,0.06425225,0.04181304,0.07231322,0.21778762,0.33045673,0.14404413,0.025658892
240,0.03974821,0.19607595,0.09738827,0.24367082,0.07964766,0.056611314,0.19191197,0.04887971,0.046066128
241,0.16881458,0.02263296,0.10249985,0.15484428,0.15954125,0.034099028,0.032712422,0.27619806,0.048657585
242,0.1434114,0.025207266,0.45626274,0.07020742,0.13233773,0.03297519,0.07750958,0.024184301,0.03790435
243,0.1928484,0.041123193,0.15034348,0.13120921,0.14245626,0.04215042,0.03948,0.20984596,0.0505431
244,0.042047888,0.0376609,0.08160615,0.039539568,0.040499773,0.16414085,0.26048076,0.03946615,0.294558
245,0.19481964,0.08002839,0.39931533,0.05213974,0.049092308,0.035855006,0.04441584,0.10635279,0.037980936
246,0.035390615,0.045514222,0.10474849,0.038395904,0.040111568,0.4317674,0.15369615,0.113587506,0.036788158
247,0.025524111,0.023923753,0.07052161,0.08185281,0.23710483,0.06411763,0.35764006,0.035479024,0.10383612
